objectid,ctyua19cd,ctyua19nm,st_areasha,01/03/2020,02/03/2020,03/03/2020,04/03/2020,05/03/2020,06/03/2020,07/03/2020,08/03/2020,09/03/2020,10/03/2020,11/03/2020,12/03/2020,13/03/2020,14/03/2020,15/03/2020,16/03/2020,17/03/2020,18/03/2020,19/03/2020,20/03/2020,21/03/2020,22/03/2020,23/03/2020,24/03/2020,25/03/2020,26/03/2020,27/03/2020,28/03/2020,29/03/2020,30/03/2020,31/03/2020,01/04/2020,02/04/2020,03/04/2020,04/04/2020,05/04/2020,06/04/2020,07/04/2020,08/04/2020,09/04/2020,10/04/2020,11/04/2020,12/04/2020,13/04/2020,14/04/2020,15/04/2020,16/04/2020,17/04/2020,18/04/2020,19/04/2020,20/04/2020,21/04/2020,22/04/2020,23/04/2020,24/04/2020,25/04/2020,26/04/2020,27/04/2020,28/04/2020,29/04/2020,30/04/2020,01/05/2020,02/05/2020,03/05/2020,04/05/2020,05/05/2020,06/05/2020,07/05/2020,08/05/2020,09/05/2020,10/05/2020,11/05/2020,12/05/2020,13/05/2020,14/05/2020,15/05/2020,16/05/2020,17/05/2020,18/05/2020,19/05/2020,20/05/2020,21/05/2020,22/05/2020,23/05/2020,24/05/2020,25/05/2020,26/05/2020,27/05/2020,28/05/2020,29/05/2020,30/05/2020,31/05/2020,01/06/2020,02/06/2020,03/06/2020,04/06/2020,05/06/2020,06/06/2020,07/06/2020,08/06/2020,09/06/2020,10/06/2020,11/06/2020,12/06/2020,13/06/2020,14/06/2020,15/06/2020,16/06/2020,17/06/2020,18/06/2020,19/06/2020,20/06/2020,21/06/2020,22/06/2020,23/06/2020,24/06/2020,25/06/2020,26/06/2020,27/06/2020,28/06/2020,29/06/2020,30/06/2020,01/07/2020,02/07/2020,03/07/2020,04/07/2020,05/07/2020,06/07/2020,07/07/2020,08/07/2020,09/07/2020,10/07/2020,11/07/2020,12/07/2020,13/07/2020,14/07/2020,15/07/2020,16/07/2020,17/07/2020,18/07/2020,19/07/2020,20/07/2020,21/07/2020,22/07/2020,23/07/2020,24/07/2020,25/07/2020,26/07/2020,27/07/2020,28/07/2020,29/07/2020,30/07/2020,31/07/2020,01/08/2020,02/08/2020,03/08/2020,04/08/2020,05/08/2020,06/08/2020,07/08/2020,08/08/2020,09/08/2020,10/08/2020,11/08/2020,12/08/2020,13/08/2020,14/08/2020,15/08/2020,16/08/2020,17/08/2020,18/08/2020,19/08/2020,20/08/2020,21/08/2020,22/08/2020,23/08/2020,24/08/2020,25/08/2020,26/08/2020,27/08/2020,28/08/2020,29/08/2020,30/08/2020,31/08/2020,01/09/2020,02/09/2020,03/09/2020,04/09/2020,05/09/2020,06/09/2020,07/09/2020,08/09/2020,09/09/2020,10/09/2020,11/09/2020,12/09/2020,13/09/2020,14/09/2020,15/09/2020,16/09/2020,17/09/2020,18/09/2020,19/09/2020,20/09/2020,21/09/2020,22/09/2020,23/09/2020,24/09/2020,25/09/2020,26/09/2020,27/09/2020,28/09/2020,29/09/2020,30/09/2020,01/10/2020,02/10/2020,03/10/2020,04/10/2020,05/10/2020,06/10/2020,07/10/2020,08/10/2020,09/10/2020,10/10/2020,11/10/2020,12/10/2020,13/10/2020,14/10/2020,15/10/2020,16/10/2020,17/10/2020,18/10/2020,19/10/2020,20/10/2020,21/10/2020,22/10/2020,23/10/2020,24/10/2020,25/10/2020,26/10/2020,27/10/2020,28/10/2020,29/10/2020,30/10/2020,31/10/2020,01/11/2020,02/11/2020,03/11/2020,04/11/2020,05/11/2020,06/11/2020,07/11/2020,08/11/2020,09/11/2020,10/11/2020,11/11/2020,12/11/2020,13/11/2020,14/11/2020,15/11/2020,16/11/2020,17/11/2020,18/11/2020,19/11/2020,20/11/2020,21/11/2020,22/11/2020,Upper Tier Local Authority District code (2019),IMD - Average rank,IMD - Rank of average rank,IMD - Average score,IMD - Rank of average score,IMD - Proportion of LSOAs in most deprived 10% nationally,IMD - Rank of proportion of LSOAs in most deprived 10% nationally,IMD 2019 - Extent,IMD 2019 - Rank of extent,IMD 2019 - Local concentration,IMD 2019 - Rank of local concentration,Residents,Households,Dwellings,Household_Spaces,Aged_16plus,Aged_16_to_74,Employed_16_to_74,Household_Residents_16plus,Residents_3plus,Males,Females,Household_Resident,Communal_Resident,Age_0_to_19,Age_20_to_29,Age_30_to_44,Age_45_to_64,Age_65_to_84,Age_85plus,Mean_age,Median_age,White_British_and_Irish,White_other,Mixed,Indian,Pakistani,Bangladeshi,Chinese,Other_Asian,Black,Other_ethnicity,Christian,Other_religion,No_religion,Religion_not_stated,CoB_United_Kingdom,CoB_Ireland,CoB_EU_Member_pre_2001,CoB_EU_member_pre_2011,CoB_Other,Little_or_no_English,Single,Married_couple,Cohabiting_couple,Same_sex_couple,Legal_couple_living_apart,Separated,Divorced,Widowed,Lone_person,Couple_no_kids,Couple_dependent_kids,Lone_parent_dependent_children,All_fulltime_students,Other_household_type,Households_with_0_residents,Detached,Semidetached,Terraced,Flats,Caravan_or_other,Owned,Social_rented,Private_rented,Living_rent_free,Crowded_housing,Long_term_ill,Standardised_illness_ratio,Very_good_health,Good_health,Fair_health,Bad_health,Very_bad_health,Provides_unpaid_care,No_qualifications,GCSE,A_level,Degree_plus,Cars_0,Cars_1,Cars_2plus,Work_from_home,Public_Transport,Private_Transport,Other_Transport,Employee_Parttime,Employee_Fulltime,Self_employed,Unemployed,Fulltime_student,Retired,Student_Econ_Inactive,Looking_after_home_or_family,Longterm_sick_or_disabled,Economically_inactive_Other,Never_worked,Longterm_unemployed,Higher_manager_prof,Lower_manager_prof,Intermediate_occupations,Small_employer_self_employed,Lower_supervisory_technical,Semi_routine_occupations,Routine_occupations,Long_unemp_never_worked,Agriculture_forestry_and_fishing,Mining_and_quarrying,Manufacturing,Electricity_gas_air_conditioning,Water_and_waste,Construction,Motor_vehicles,Transport_and_storage,Accommodation_and_food_service,Information_and_communication,Financial_and_insurance,Real_estate,Scientific_and_technical,Administrative_and_support,Public_administration_and_defence,Education,Human_health_and_social_work
133,E10000013,Gloucestershire,2652594371,0,0,0,1,0,0,0,1,1,0,2,2,3,0,3,4,5,9,2,7,9,8,7,14,24,15,19,23,17,33,30,34,31,33,44,31,36,54,58,41,63,32,38,40,27,42,58,28,36,38,21,37,31,44,41,35,17,41,38,33,26,39,25,27,30,23,23,20,24,4,5,37,21,24,8,11,6,6,7,12,6,8,6,2,5,5,6,7,2,3,2,3,4,1,3,4,1,1,0,0,0,3,2,4,1,1,1,1,2,2,0,0,2,1,1,3,1,0,0,1,5,5,3,0,0,1,3,4,3,0,1,1,0,1,2,3,3,2,1,2,0,2,5,0,7,4,0,4,3,4,3,0,1,0,2,2,6,7,8,3,3,1,4,4,4,5,2,2,6,3,4,7,8,4,3,0,2,6,12,5,12,6,4,1,15,12,7,9,7,6,9,11,9,10,12,10,5,6,7,5,13,14,12,23,7,23,17,19,14,19,16,38,29,20,34,35,23,38,60,52,50,75,57,44,29,62,60,57,46,62,39,32,79,67,87,64,66,65,58,104,109,135,126,118,75,48,152,139,149,123,145,98,114,167,152,164,130,176,141,117,190,174,105,122,98,64,6,E10000013,11987.84,126,14.932,124,0.0322,96,0.0772,114,28222.82,108,596984,254615,268944,269567,490233,437088,300040,480389,576984,292586,304398,586018,10966,105048,68952,116039,164050,95186,16169,83689.06876,86245,550358,19289,8661,5729,942,960,1911,2891,5150,1093,379144,13663,159496,44681,550876,3129,8095,9344,25540,3419,103913,238648,57392,4298,4952,8674,31296,31216,75945,77072,63707,13130,866,37025,14952,82550,91114,52961,40731,2211,178902,32853,39175,3685,2556,99746,184997.5925,283942,210173,76317,20772,5780,62644,96028,164668,61872,146638,43480,106491,104644,20995,16910,213315,48820,65427,174614,48859,14232,13501,64968,19114,16240,13326,6807,1647,5505,54066,110550,66369,50679,35200,72237,50541,18609,3956,576,33647,3095,2153,23253,46172,10287,16064,11353,13302,3940,19267,13535,20061,29118,36389
134,E10000014,Hampshire,3678211325,0,0,0,1,1,6,0,1,7,3,9,25,15,5,11,19,15,17,25,30,23,35,49,34,43,56,58,80,49,85,79,71,87,88,74,74,102,114,85,73,83,52,77,80,66,100,78,96,78,63,84,102,132,144,112,105,81,101,110,99,110,94,50,60,87,54,56,48,45,33,40,54,65,65,29,36,32,27,52,71,41,38,46,29,22,28,18,21,22,12,8,14,15,36,12,25,21,4,3,8,11,6,6,2,2,4,3,3,1,3,3,5,0,1,2,0,0,5,1,1,5,2,1,2,3,3,3,2,4,2,5,7,4,0,2,8,6,5,0,2,3,8,5,5,5,4,3,4,9,9,10,2,7,0,2,5,3,5,5,5,2,4,6,7,7,9,15,5,4,8,11,11,16,14,7,14,8,13,19,19,14,11,13,8,16,30,36,31,16,17,12,15,27,18,14,15,8,20,18,16,21,20,23,21,17,29,28,37,43,28,29,47,37,44,66,83,56,60,87,93,103,124,78,71,68,127,155,142,122,113,120,107,193,220,259,199,228,180,126,241,251,264,238,247,159,141,358,288,306,276,277,172,284,337,365,338,282,386,225,223,311,277,240,189,167,119,2,E10000014,10118.82,136,12.693,135,0.0084,118,0.0493,126,26318.37,122,1317788,545254,563563,563885,1071383,954975,665466,1051582,1271724,644938,672850,1296211,21577,236198,142486,259061,363407,209136,34236,176965.5552,183735,1216766,35357,18051,10731,1803,2143,5605,15074,8298,3960,822179,33542,367060,95007,1207617,6414,20127,14371,69259,5858,210525,554817,115462,7202,10480,19499,67172,66425,145623,167146,148726,31407,615,83144,18631,193666,149048,126291,90588,4292,394919,75257,68326,6752,6045,207325,367117.2792,646983,460937,156806,41411,11651,132938,198362,372403,137090,318083,80005,220861,244388,42110,51248,484813,87295,139162,403763,99446,28508,28518,144936,34057,37867,24979,13739,2989,10496,136797,254770,154586,103842,78717,145042,100448,35991,4829,700,59425,4532,4409,53606,102642,29845,31859,38120,27573,9027,45412,33713,51843,61622,74772
135,E10000015,Hertfordshire,1643006038,1,0,5,2,0,4,2,2,2,5,6,2,9,4,15,6,5,24,23,21,20,13,58,45,56,49,52,45,63,86,77,85,103,80,55,62,91,79,86,79,77,55,52,57,62,67,69,88,55,83,57,67,85,73,61,52,53,66,74,93,56,81,34,31,63,44,65,42,37,48,15,50,51,59,20,23,19,18,43,31,32,17,22,24,9,19,20,15,20,19,9,4,16,8,8,8,16,12,4,14,20,11,12,9,8,5,9,4,9,16,14,1,5,5,5,3,3,6,6,2,14,6,2,9,17,7,3,21,8,12,7,6,2,0,5,8,10,8,5,6,1,9,7,7,11,13,4,6,13,16,7,9,7,3,5,18,12,12,12,9,12,2,13,8,23,21,12,5,9,16,21,15,25,22,15,10,26,22,36,38,20,20,33,20,32,57,40,44,27,22,39,41,37,54,49,22,15,55,51,47,39,43,32,27,38,64,48,44,49,43,47,68,69,94,84,97,79,91,141,122,144,136,132,72,87,141,176,132,187,119,116,119,211,247,233,208,190,137,138,237,204,227,217,175,184,132,324,243,238,210,249,231,212,360,277,359,321,278,217,201,307,261,248,225,181,132,21,E10000015,10544.87,135,12.732,134,0.0014,129,0.0238,140,24289.41,139,1116062,453817,467985,468426,892538,806213,565032,878788,1071176,547110,568952,1101351,14711,211951,135044,241763,287033,148838,25077,138171.634,140184.5,919266,58229,27497,28848,12302,5608,8462,17361,31401,7088,650129,89205,296046,80682,966379,12557,20025,21076,96025,9966,211101,431456,97461,6173,10361,17166,53432,51638,128815,115827,134332,29044,1467,73376,14609,98931,131113,131578,104830,1974,307216,82543,59320,4738,6992,159848,280583.5045,568026,378624,125609,34316,9487,108615,162749,293028,105554,286856,76823,191349,185645,34767,99180,366094,64991,109693,341147,93294,28301,26003,96720,40850,36518,20236,13451,3321,10928,120814,214006,130995,88238,55476,106748,76783,34171,1878,405,38695,1642,3422,46747,95584,27452,24073,32782,28869,9541,50288,29115,28970,56766,59091
136,E10000016,Kent,3545305529,0,0,1,0,2,1,1,1,2,4,3,6,7,5,5,8,5,12,14,16,7,21,47,37,56,55,57,49,59,63,95,112,83,93,67,73,142,122,105,118,123,60,119,120,73,180,170,184,102,86,119,134,133,102,128,100,80,100,139,165,123,91,91,73,80,125,96,88,85,50,55,122,101,114,85,73,34,68,106,128,110,101,51,23,52,69,63,62,52,52,51,45,63,70,64,46,61,34,20,58,51,55,21,30,23,30,38,37,30,39,29,29,23,41,21,20,26,29,14,24,28,24,26,21,27,13,17,13,16,26,25,23,15,11,24,20,24,24,19,20,17,33,26,30,23,13,11,12,25,23,26,15,10,6,3,25,12,15,16,7,8,6,18,11,11,9,9,6,3,21,3,17,18,14,6,7,11,11,11,13,15,11,21,17,12,28,20,26,11,46,28,19,22,27,22,9,9,21,18,20,24,19,25,23,35,49,40,34,25,23,32,61,35,57,61,86,61,57,118,79,107,123,104,55,60,102,120,121,134,119,98,95,189,204,223,199,198,162,125,287,273,298,269,263,205,218,496,384,401,429,386,396,427,720,578,691,757,763,491,450,836,629,739,590,588,360,13,E10000016,15481.83,95,19.538,93,0.0565,79,0.1401,93,30159.63,74,1463740,605638,633329,634800,1180186,1055397,688434,1154344,1410434,715613,748127,1435745,27995,276458,170976,282886,386967,225465,36841,189901.0922,194862,1313797,57305,22107,18136,2406,3381,5978,17713,16216,6701,915200,50144,391591,106805,1329988,8419,20778,25872,78683,12096,259064,558238,138424,8744,12576,24994,76549,75755,174331,168981,165653,41068,2483,94190,29162,159426,193930,157343,118436,5665,413346,84127,100182,7983,9242,257038,450094.4199,683205,510399,194931,58536,16669,151777,265326,417784,145519,291211,121094,258442,226102,41072,93804,460482,93076,149177,399625,114681,41541,32884,159127,50767,49761,37471,20363,5851,16120,112717,253710,166213,125925,86791,170514,126902,55523,7151,610,46349,3966,5357,66876,111960,37834,33912,21272,34447,9455,44006,34981,42383,70363,84796
137,E10000017,Lancashire,2894464984,2,0,0,0,2,0,0,0,1,0,2,5,3,0,2,7,4,10,14,8,9,16,34,41,38,63,44,42,36,97,86,91,94,112,89,94,113,107,100,104,73,93,63,83,89,89,101,83,117,87,92,101,158,130,130,80,66,90,112,89,143,107,71,95,74,82,66,74,94,76,58,104,130,66,72,69,90,54,56,107,97,91,59,48,50,69,70,60,48,60,32,38,53,50,36,40,29,37,31,37,34,43,26,23,18,22,24,31,23,38,32,23,14,25,13,13,17,13,9,17,11,10,7,11,7,5,19,21,32,12,25,18,13,5,15,13,21,21,20,20,11,22,26,35,22,14,21,19,21,15,53,32,20,22,43,52,65,46,37,41,26,36,64,54,40,34,35,18,21,28,29,32,37,26,27,22,36,30,40,41,54,35,39,29,60,97,90,74,63,75,145,112,96,125,114,132,115,166,167,198,130,156,242,177,195,272,283,267,265,301,305,390,383,393,424,473,405,402,667,685,646,646,620,460,534,781,728,745,748,661,602,558,1138,925,994,808,735,514,483,852,718,710,653,612,490,512,824,634,655,578,501,434,515,677,604,606,508,527,411,330,556,507,458,408,342,212,9,E10000017,17208.01,78,23.443,70,0.1508,47,0.2447,63,31700.38,42,1171339,496299,522052,522705,956956,859130,546208,929628,1130129,575146,596193,1143277,28062,213356,147413,221875,313937,183744,27449,160558.0663,164570.5,1057465,23222,12724,19212,36103,5811,4811,5117,4098,2776,805510,70091,224446,71292,1095402,5734,9179,13552,47472,12202,217912,442369,104772,6342,10190,19259,64650,64134,154167,135011,129087,35305,2159,75875,26406,114689,173322,164859,65486,4349,354729,60258,75042,6270,5343,235012,437281.7714,538205,394234,165605,57185,16110,133213,225485,319032,130605,239208,113467,215777,167055,26157,42760,402210,75081,121611,322746,77157,32261,31415,138771,46051,30492,41318,17308,4502,12503,84198,191397,125862,94015,73832,143024,119505,48878,6320,579,67026,3286,4234,41768,89965,23272,29993,13623,14360,6720,25558,22891,38782,57620,76524
138,E10000018,Leicestershire,2083793636,1,0,0,0,1,1,1,0,3,0,4,1,2,1,2,2,4,12,16,6,9,25,18,21,13,16,16,15,4,14,44,45,19,26,20,31,31,24,18,33,27,23,21,21,24,34,52,41,36,40,31,46,47,25,31,31,15,37,42,59,56,36,32,23,27,42,42,48,38,16,20,33,45,40,30,44,56,40,53,68,51,50,30,21,12,27,18,26,22,28,15,28,32,28,14,13,26,9,20,29,35,21,35,26,20,17,15,23,26,25,16,27,15,21,26,30,15,13,11,11,20,27,16,13,16,12,21,17,14,19,10,7,11,4,14,12,22,15,10,12,9,8,14,11,8,17,4,6,10,10,17,15,16,10,10,9,7,11,10,9,5,5,20,11,13,14,14,4,5,16,5,13,16,16,9,6,10,9,13,9,14,6,7,9,16,28,40,30,34,19,41,62,51,43,50,30,17,33,51,31,53,37,34,52,61,45,46,63,39,42,45,47,56,77,86,119,79,89,171,135,160,190,179,150,149,218,158,263,167,158,170,156,358,302,306,330,282,248,272,361,285,319,285,252,220,179,496,327,310,377,344,319,361,544,407,439,403,331,325,241,464,348,304,220,217,142,16,E10000018,10048.95,137,12.33,136,0.0101,114,0.0247,139,24442.44,138,650489,267434,277028,277178,533108,479462,324575,519117,629139,321416,329073,636274,14215,117553,75975,126581,179897,100227,15210,86363.12978,89339.5,581960,12807,8551,28598,2099,2313,3502,4265,3787,2607,392363,40037,176123,41966,603460,2712,5792,6022,32503,4426,109554,268712,59619,3544,4869,9730,29775,33314,72496,81230,72026,15003,1383,40299,9744,101257,106482,44250,24011,1178,204559,28017,31932,2926,2126,105423,189741.9444,308763,230844,82862,21967,6053,70728,117739,179466,73353,139352,40821,110471,116142,18264,17662,248515,40134,70396,195058,47062,14534,15089,73264,29200,15363,12666,6830,1787,5456,56847,111321,71919,51627,41346,72365,66252,17824,3192,1060,42228,3825,2165,26784,58122,15964,14669,8401,9440,3482,18604,13345,16783,36757,35253
139,E10000019,Lincolnshire,5938583481,,,2,0,0,0,0,0,1,4,2,3,0,0,2,0,2,5,3,5,4,2,8,13,11,23,17,22,15,28,26,33,14,37,19,21,37,29,15,22,29,28,33,25,34,28,40,27,17,34,27,19,30,26,35,25,48,32,49,59,33,48,39,27,37,58,59,76,40,25,30,38,72,59,23,35,28,13,29,42,33,33,22,23,10,29,17,22,20,17,4,17,16,17,18,11,21,18,11,19,16,22,5,15,8,10,10,5,4,4,3,6,11,5,1,6,3,4,4,3,4,6,3,2,4,1,10,8,1,3,6,2,3,1,5,2,10,3,2,1,6,5,2,3,6,1,4,1,6,4,8,4,5,2,3,7,8,9,5,6,3,3,6,2,10,9,5,3,1,10,3,6,2,3,0,2,2,3,4,9,10,2,5,12,7,32,31,20,17,9,21,43,22,15,16,9,12,19,12,31,21,19,26,22,18,22,29,24,38,23,26,42,47,56,68,80,66,50,64,76,99,105,119,84,73,113,144,121,123,92,102,86,247,213,197,252,194,182,154,275,194,220,240,233,170,124,388,284,305,302,352,228,330,502,472,451,372,387,246,215,483,402,288,305,242,126,5,E10000019,16014.54,91,20.29,89,0.069,72,0.1463,91,30406.19,69,713653,306971,321949,322252,591775,524197,334135,577253,691028,347605,366048,698748,14905,121745,80489,128490,199992,129040,18811,101176.1991,105209,667019,29465,6190,2474,584,496,1737,2025,2561,1102,489184,9108,164628,50733,662910,2838,9340,21515,17050,8749,110654,296046,71133,4193,5718,10564,38064,40881,87130,101529,74775,17952,738,42799,15281,145817,92744,51483,29238,2970,212669,41768,47730,4804,2773,145422,261559.9216,307017,256638,107948,32796,9254,79262,154691,205212,72729,126314,55407,137635,113929,20069,13177,244393,56496,75973,196958,49681,20035,15005,95106,20830,20749,21076,8784,2617,7797,44931,115189,72814,63225,50687,103100,79223,27323,11480,550,40416,1722,3372,25912,59585,15409,18391,6479,5798,3599,14065,14988,25025,29903,42693
140,E10000020,Norfolk,5384111122,,,,,,,,,,1,1,1,6,1,1,6,6,9,3,3,6,5,12,14,12,26,20,23,21,27,25,22,27,43,29,35,47,51,57,53,48,52,41,54,57,55,48,56,41,57,43,47,78,66,53,43,40,67,78,69,67,51,48,66,56,53,73,40,48,20,30,34,62,32,16,29,23,15,28,39,24,29,14,8,12,13,13,11,15,8,5,4,26,3,7,15,4,2,4,3,9,25,5,5,2,3,8,4,5,12,4,3,4,3,2,3,1,5,3,1,3,0,0,2,4,2,0,0,0,3,3,2,0,1,2,2,1,4,1,0,1,6,4,4,1,3,0,2,2,1,6,5,1,1,3,10,12,5,5,1,0,0,8,3,3,3,12,0,1,4,5,6,7,3,1,7,29,28,9,12,25,17,9,18,17,19,12,7,4,8,7,31,10,10,6,8,4,14,13,9,11,21,13,13,19,10,20,20,15,21,32,42,52,32,49,35,39,36,71,70,56,56,78,45,27,51,94,71,122,107,61,55,122,106,124,133,196,68,55,178,89,163,110,150,75,78,138,143,146,172,149,154,152,268,240,202,146,195,142,99,236,149,128,147,98,49,0,E10000020,16963.01,81,21.183,84,0.0743,71,0.1504,90,30492.04,66,857888,372085,401756,402178,712903,623798,397314,696881,829759,420160,437728,841042,16846,143521,101492,154289,231698,159417,25814,127207.2009,131758,796763,31255,10027,4043,700,933,3208,4133,4609,2217,523163,15594,254240,64891,796346,3167,12108,15309,30958,7103,141796,345867,88659,5531,6985,12255,46751,49037,109134,120398,87684,20977,1488,53381,30093,154210,114641,76955,50185,6187,251044,59297,55686,6058,3656,172431,320602.4793,366280,314157,129218,37527,10706,94691,187738,247242,83896,156412,70096,166827,135162,23756,23675,281267,68616,94006,225180,64452,23678,17416,111739,25667,25902,24187,11571,2882,9175,56837,138929,91930,79510,58206,122658,91473,31002,9697,1431,39996,1460,2893,33925,68367,16344,24567,8218,15902,5295,20070,17333,22237,36821,52652
141,E10000021,Northamptonshire,2367047289,0,0,1,0,1,2,1,0,2,0,4,3,2,2,1,1,4,0,10,10,7,13,17,16,30,21,20,19,23,53,48,54,51,56,42,34,43,28,33,33,27,34,21,18,34,29,28,24,31,34,15,14,21,19,34,22,34,59,37,45,43,41,32,18,36,35,50,58,49,37,45,72,47,59,53,47,38,33,47,30,36,48,48,48,37,37,30,46,38,41,30,22,31,18,45,19,20,11,20,16,23,20,25,15,15,23,12,15,12,25,16,17,14,17,20,13,9,5,7,14,4,16,9,14,15,14,6,24,20,13,23,11,13,8,19,14,25,19,20,11,6,21,13,12,12,15,6,10,13,18,19,25,14,15,9,36,25,26,24,15,12,14,110,106,40,31,12,10,19,24,16,40,29,22,18,18,25,38,29,24,16,11,9,18,39,33,40,33,26,16,54,44,31,39,17,19,17,12,13,30,20,27,17,30,23,22,34,27,25,20,20,31,38,54,66,73,42,61,75,81,109,122,106,65,66,132,122,110,97,134,91,85,170,171,189,132,135,97,95,174,157,161,161,165,142,91,326,224,221,221,256,171,231,296,313,298,243,206,180,155,263,206,218,162,156,95,11,E10000021,14560.15,104,18.605,99,0.0569,78,0.1511,89,29915.84,77,691952,287730,298192,298462,554081,506174,349454,544622,664244,341342,350610,681850,10102,130542,83313,146623,184244,92064,13972,88266.77589,90666,599459,33363,14182,12264,2312,4264,2846,3741,16923,2598,414265,28638,202379,46670,617132,5407,8166,21327,39920,9256,119690,264952,70223,3857,5950,13392,35196,31362,80100,81769,81651,20861,595,43615,10732,88615,96302,76296,36539,710,197837,43908,42207,3778,3707,111984,202304.0787,324025,249082,87222,24570,7053,69498,123544,199290,65851,133320,54332,118068,115330,18648,21647,266841,42318,70097,219562,47526,20078,15457,68299,19649,19466,16900,9140,2318,7589,52117,113801,75834,50906,42244,80269,81253,23163,2713,165,44039,1513,2444,26491,66834,22937,14575,11165,13379,3712,18622,17517,16492,32093,39292
142,E10000023,North Yorkshire,8040140987,,,1,0,0,1,0,0,1,2,0,3,1,1,0,3,2,3,3,8,11,2,13,9,12,12,18,13,14,31,19,32,19,32,27,22,28,32,29,26,27,24,27,27,16,44,32,26,26,42,47,33,43,56,63,31,68,51,50,86,60,53,39,40,45,57,51,79,37,32,31,33,46,32,31,22,14,19,12,34,18,29,19,23,11,16,15,28,35,14,20,18,6,12,7,9,10,2,4,2,5,19,7,10,17,8,20,9,15,16,6,11,8,10,8,5,5,1,2,4,4,4,3,3,2,1,3,1,2,4,3,2,0,1,5,3,0,1,2,1,0,2,0,4,1,5,3,2,1,6,8,1,3,1,4,1,7,7,6,4,1,3,8,6,8,8,15,2,3,8,8,6,7,3,2,2,4,4,5,16,6,9,3,10,23,26,34,36,18,18,51,34,28,31,25,12,30,33,24,34,39,27,31,43,42,53,45,48,37,31,51,82,72,83,43,90,49,58,106,99,106,121,101,87,81,138,108,132,111,115,99,113,174,157,178,144,157,119,119,202,207,211,170,200,158,147,286,264,273,229,303,221,261,366,286,291,238,225,169,144,281,255,174,131,117,96,5,E10000023,11980.56,127,14.762,125,0.0295,99,0.0581,121,27285,118,598376,256594,277578,278115,494671,436806,299201,480224,579990,294110,304266,582624,15752,101509,61317,106914,174588,106410,16789,89193.60472,93584,567436,15039,5043,1631,894,275,1733,2823,2424,1078,415237,7580,133023,42536,562867,1934,7209,7392,18974,2723,90559,256378,51360,3200,5265,8508,30813,34141,74954,82726,63679,13711,179,35056,21521,90405,86310,61261,38482,1657,180041,28647,43051,4855,1916,104744,196939.693,285526,206349,78814,21734,5953,64779,102684,165320,59817,144235,45716,110448,100430,25408,16027,202632,55134,66097,166951,56749,13274,11029,75620,14292,14434,12113,6247,1332,4885,52055,112786,63042,65288,37280,70232,51821,17336,10637,1093,26512,1666,1782,23327,46638,10693,21961,6798,8817,3848,18132,11832,24987,27758,37001
143,E10000024,Nottinghamshire,2084784975,0,0,3,0,0,2,2,0,0,1,6,4,4,8,5,5,3,10,9,9,11,7,8,17,17,36,31,30,31,35,40,34,40,40,27,20,30,38,33,53,17,24,45,42,50,46,60,61,40,36,29,32,66,72,47,34,25,53,43,76,54,48,29,29,26,26,32,30,28,23,21,47,45,37,34,36,18,26,33,36,33,29,59,11,15,15,26,29,30,13,24,15,50,28,20,27,24,16,7,19,16,13,15,12,7,7,16,16,17,21,14,10,11,14,9,9,5,5,4,3,10,5,5,8,2,4,1,6,1,2,8,7,3,3,4,10,2,4,6,2,3,7,3,6,7,10,10,1,8,4,9,8,10,5,8,12,11,7,10,13,6,4,23,12,16,14,16,6,8,20,10,15,9,13,4,8,10,4,17,7,11,10,15,10,34,33,41,23,27,26,57,42,48,18,34,14,17,29,23,33,25,31,29,57,35,37,42,54,74,52,71,134,108,143,149,192,185,166,268,249,250,317,263,209,199,383,362,372,323,281,286,246,545,468,438,435,375,273,274,497,435,438,457,442,300,237,583,469,397,355,351,291,242,415,387,427,295,345,259,210,394,328,310,230,196,147,4,E10000024,14839.67,101,18.999,94,0.0624,74,0.153,88,30025.09,75,785802,334303,346871,347044,643480,578254,375195,632262,758698,386722,399080,774338,11464,138863,88613,155113,219019,124294,18153,108577.5146,112102.5,732071,18732,10716,7204,3470,600,2942,2923,5102,2042,481994,18841,230138,54829,743415,2976,6641,11123,21647,4803,133699,315227,77829,4743,5360,12188,40849,42367,94773,100179,89134,21742,678,49539,12741,123592,131391,57729,32945,1387,240890,45084,44036,4293,2757,159672,295575.727,352053,270336,115940,37044,10429,90698,164078,218079,78530,154618,69687,144941,119675,18621,33404,275749,47421,86589,227198,49590,22745,15143,95255,23698,21883,25340,10813,3374,8707,60679,128342,81957,56595,54467,99475,93691,30174,3121,1722,44157,3987,2674,32098,66064,17468,18111,10409,8161,4594,19217,14730,23590,38455,49958
