regioncd,regionnm,ctyua19cd,ctyua19nm,Area Type,LE_Male,LE_Female,LEInequality_Male,LEInequality_Female,Mortality_all,Mortality_Cardio,Mortality_Cancer,Diabetes,Dementia,Smoking,Physical_Activity,Obesity,Employment,Homelessness,LowIncome_Child,ExcessWinterDeaths,Travel_Walk,Travel_Cycle,AHAH,AirPollution,FuelPoverty,EmploymentHealth_Gap,JobDensity,JSO,EconomicInactivity,IMD,WFP,Ethnic_Minority,OlderPersons,CareAdmissions,FluVaccine,NEET,SocialIsolation
E92000001,England,E10000021,Northamptonshire,County & UA (4/19-3/20),79.6473,82.7073,8.7,6.2,333.9895,71.4,134.8,80.1268,69.7,16.3654,65.5024,63.9067,79.1,0.2591,13.6,27.5049,15.8982,1.9648,14.6887,9.3141,9.4,8.8636,0.89,2.8975,18,18.605,97.4863,8.3,18.145,531,71.7099,4.649,43.9
E92000001,England,E10000023,North Yorkshire,County & UA (4/19-3/20),80.6699,84.1642,6.4,4.8,287.7665,61,120.6,71.4182,63,11.9447,70.7379,62.8566,78.9,0.2263,9.8,32.111,17.0196,2.3803,30.5183,6.6721,9.9,6.7987,0.94,1.2702,19.1,14.762,96.3617,1.7,24.6996,776.7,74.5885,5.2835,49.5
E92000001,England,E10000024,Nottinghamshire,County & UA (4/19-3/20),79.6069,82.6953,9.3,7.5,329.1317,70.6,134.2,80.8648,73.9,14.381,66.4518,66.6959,73.7,0.128,15.6,32.6237,18.78,2.2644,15.4194,8.8293,10.2,11.4301,0.71,3.6402,21.4,18.999,97.8206,4,20.9256,575.1,76.2054,5.7278,39.7
E92000001,England,E10000025,Oxfordshire,County & UA (4/19-3/20),81.6302,84.7326,6.2,4,262.1627,51.4,113.4,67.1852,65.9,11.998,73.5791,55.2286,82.5,0.5064,10.3,30.3797,26.4818,8.6257,20.1416,9.5612,8,5.5441,1.01,1.0064,15.9,11.656,96.0479,9.5,18.5242,475.2,76.3344,4.4215,45.3
E92000001,England,E10000027,Somerset,County & UA (4/19-3/20),80.3784,84.1462,5.5,4,291.407,56.2,123.1,73.2619,58.2,14.3918,71.2702,65.8124,79.2,0.2283,12.9,28.0352,17.4419,2.5661,27.4541,7.583,9.7,10.5624,0.87,0.8378,18.2,18.553,97.3762,2,24.8856,502,73.4742,8.7597,48
E92000001,England,E10000028,Staffordshire,County & UA (4/19-3/20),79.7034,83.0975,8.5,7,323.064,69,131.2,83.9295,66.7,13.8766,67.365,64.2155,79.8,0.2563,13.2,39.8562,15.0198,1.2405,11.2303,7.9772,10.1,10.5955,0.77,1.8611,17.6,16.567,97.3966,2.5,21.8722,538.4,71.707,2.0626,47.1
E92000001,England,E10000029,Suffolk,County & UA (4/19-3/20),80.7141,84.171,6.9,4.8,284.8523,60.2,121.3,71.5502,63.4,16.0836,66.9782,66.3454,79,0.1076,13.8,31.7234,18.1976,3.2247,30.9121,9.3649,10.7,10.2988,0.85,2.2678,18.2,18.46,96.0906,4.8,23.5625,767.9,74.0021,6.4293,47.2
E92000001,England,E10000030,Surrey,County & UA (4/19-3/20),81.7713,85.0935,5.8,4.7,253.2644,48.7,110.8,70.1671,65.6,10.0496,72.7039,57.6273,80.7,0.1139,9.1,29.0628,22.9437,3,7.824,10.0375,6.3,5.2303,0.9,0.9041,17.2,10.087,96.6818,8.9,19.0511,516.6,70.7732,4.0347,48.9
E92000001,England,E10000031,Warwickshire,County & UA (4/19-3/20),79.8957,83.6566,9,5,313.3552,69.9,124.8,74.0125,59.1,13.2872,67.1213,63.7207,80.2,1.1618,11.9,28.5592,17.0617,2.1282,10.8805,8.8252,9.5,9.6194,1.02,1.5401,17.9,15.64,98.1868,9.5,20.8109,624.1,74.4408,3.7338,44.6
E92000001,England,E10000032,West Sussex,County & UA (4/19-3/20),80.7807,84.1732,7.2,6,280.6693,58.1,120.5,78.2972,65.6,10.0406,73.117,62.0479,80.1,0.6779,11.3,35.3557,22.9194,3.1396,14.3809,9.4674,7.6,14.3044,0.9,1.7514,17.3,14.429,97.3543,4.5,23.0078,582,74.1676,9.1322,46
E92000001,England,E10000034,Worcestershire,County & UA (4/19-3/20),80.0093,83.9198,8.1,5.4,303.1398,63,126,80.1322,55.8,10.813,69.2882,65.1414,78.7,0.8819,14.4,27.0382,15.5731,1.5015,12.2454,7.8554,9.9,15.2207,0.88,2.5891,18.1,18.089,97.7686,3.9,22.8112,637.9,74.7727,4.8921,42
